company_id,year,return_on_equity_pct,return_on_capital_employed_pct,roe_percentage,roce_percentage,roe_difference,roce_difference,category
ABB,Dec 2012,22.41,31.22,34.9,46.0,12.489999999999998,14.780000000000001,Formula Discrepancy
ABB,Mar 2014,25.13,33.88,34.9,46.0,9.77,12.119999999999997,Formula Discrepancy
ABB,Mar 2015,24.44,33.3,34.9,46.0,10.459999999999997,12.700000000000003,Formula Discrepancy
ABB,Mar 2016,21.34,30.54,34.9,46.0,13.559999999999999,15.46,Formula Discrepancy
ABB,Mar 2017,19.97,28.7,34.9,46.0,14.93,17.3,Formula Discrepancy
ABB,Mar 2018,23.69,31.01,34.9,46.0,11.209999999999997,14.989999999999998,Formula Discrepancy
ABB,Mar 2019,22.41,30.13,34.9,46.0,12.489999999999998,15.870000000000001,Formula Discrepancy
ABB,Mar 2020,24.39,29.05,34.9,46.0,10.509999999999998,16.95,Formula Discrepancy
ABB,Mar 2021,26.56,33.47,34.9,46.0,8.34,12.530000000000001,Formula Discrepancy
ABB,Mar 2022,28.33,36.41,34.9,46.0,6.57,9.590000000000003,Formula Discrepancy
ABB,Mar 2023,29.77,36.53,34.9,46.0,5.129999999999999,9.469999999999999,Formula Discrepancy
ABB,Mar 2024,32.47,38.42,34.9,46.0,2.4299999999999997,7.579999999999998,Version Difference
ADANIENSOL,Mar 2014,0.0,0.0,8.59,9.0,8.59,9.0,Formula Discrepancy
ADANIENSOL,Mar 2015,-0.65,0.94,8.59,9.0,9.24,8.06,Formula Discrepancy
ADANIENSOL,Mar 2016,13.77,17.12,8.59,9.0,5.18,8.120000000000001,Formula Discrepancy
ADANIENSOL,Mar 2017,14.12,16.63,8.59,9.0,5.529999999999999,7.629999999999999,Formula Discrepancy
ADANIENSOL,Mar 2018,18.87,17.14,8.59,9.0,10.280000000000001,8.14,Formula Discrepancy
ADANIENSOL,Mar 2021,14.46,10.97,8.59,9.0,5.870000000000001,1.9700000000000006,Version Difference
ADANIENT,Mar 2013,5.69,6.64,13.64,11.6,7.95,4.96,Version Difference
ADANIENT,Mar 2016,7.47,5.17,13.64,11.6,6.170000000000001,6.43,Formula Discrepancy
ADANIENT,Mar 2017,6.54,5.44,13.64,11.6,7.1000000000000005,6.159999999999999,Formula Discrepancy
ADANIENT,Mar 2018,3.94,6.23,13.64,11.6,9.700000000000001,5.369999999999999,Formula Discrepancy
ADANIENT,Mar 2019,3.43,7.57,13.64,11.6,10.21,4.029999999999999,Version Difference
ADANIENT,Mar 2020,6.14,7.81,13.64,11.6,7.500000000000001,3.79,Version Difference
ADANIENT,Mar 2021,6.1,7.51,13.64,11.6,7.540000000000001,4.09,Version Difference
ADANIENT,Mar 2022,3.54,5.82,13.64,11.6,10.100000000000001,5.779999999999999,Formula Discrepancy
ADANIENT,Mar 2023,7.33,10.22,13.64,11.6,6.3100000000000005,1.379999999999999,Version Difference
ADANIENT,Mar 2024,8.53,10.9,13.64,11.6,5.110000000000001,0.6999999999999993,Version Difference
ADANIGREEN,Mar 2017,-3.91,7.26,14.7,96.5,18.61,89.24,Data Source Issue
ADANIGREEN,Mar 2018,-10.29,7.52,14.7,96.5,24.99,88.98,Data Source Issue
ADANIGREEN,Mar 2019,-24.57,11.67,14.7,96.5,39.269999999999996,84.83,Data Source Issue
ADANIGREEN,Mar 2020,-2.89,8.42,14.7,96.5,17.59,88.08,Data Source Issue
ADANIGREEN,Mar 2021,8.27,8.49,14.7,96.5,6.43,88.01,Data Source Issue
ADANIGREEN,Mar 2022,18.71,6.33,14.7,96.5,4.010000000000002,90.17,Data Source Issue
ADANIGREEN,Mar 2023,13.32,8.08,14.7,96.5,1.379999999999999,88.42,Data Source Issue
ADANIGREEN,Mar 2024,12.81,9.8,14.7,96.5,1.8899999999999988,86.7,Data Source Issue
ADANIPORTS,Mar 2013,25.63,13.22,18.1,12.9,7.529999999999998,0.3200000000000003,Version Difference
ADANIPORTS,Mar 2022,11.84,10.62,18.1,12.9,6.260000000000002,2.280000000000001,Version Difference
ADANIPORTS,Mar 2023,11.88,11.08,18.1,12.9,6.220000000000001,1.8200000000000003,Version Difference
ADANIPOWER,Mar 2013,-53.46,2.08,57.1,32.2,110.56,30.120000000000005,Data Source Issue
ADANIPOWER,Mar 2014,-4.45,9.06,57.1,32.2,61.550000000000004,23.14,Data Source Issue
ADANIPOWER,Mar 2015,-14.25,9.27,57.1,32.2,71.35,22.930000000000003,Data Source Issue
ADANIPOWER,Mar 2016,7.38,14.62,57.1,32.2,49.72,17.580000000000005,Data Source Issue
ADANIPOWER,Mar 2017,-205.8,10.78,57.1,32.2,262.90000000000003,21.42,Data Source Issue
ADANIPOWER,Mar 2018,-236.56,10.12,57.1,32.2,293.66,22.080000000000005,Data Source Issue
ADANIPOWER,Mar 2019,-12.76,9.11,57.1,32.2,69.86,23.090000000000003,Data Source Issue
ADANIPOWER,Mar 2020,-35.1,9.3,57.1,32.2,92.2,22.900000000000002,Data Source Issue
ADANIPOWER,Mar 2021,9.69,13.24,57.1,32.2,47.410000000000004,18.96,Data Source Issue
ADANIPOWER,Mar 2022,26.61,14.62,57.1,32.2,30.490000000000002,17.580000000000005,Data Source Issue
ADANIPOWER,Mar 2023,35.91,13.98,57.1,32.2,21.190000000000005,18.220000000000002,Data Source Issue
ADANIPOWER,Mar 2024,48.28,23.44,57.1,32.2,8.82,8.760000000000002,Formula Discrepancy
AMBUJACEM,Dec 2012,14.69,27.92,9.24,12.8,5.449999999999999,15.120000000000001,Formula Discrepancy
AMBUJACEM,Dec 2014,14.77,19.14,9.24,12.8,5.529999999999999,6.34,Formula Discrepancy
AMBUJACEM,Dec 2017,9.41,18.64,9.24,12.8,0.16999999999999993,5.84,Version Difference
AMBUJACEM,Dec 2018,13.29,17.9,9.24,12.8,4.049999999999999,5.099999999999998,Version Difference
AMBUJACEM,Dec 2019,11.56,19.06,9.24,12.8,2.3200000000000003,6.259999999999998,Version Difference
AMBUJACEM,Dec 2020,13.65,21.55,9.24,12.8,4.41,8.75,Version Difference
AMBUJACEM,Dec 2021,14.64,24.04,9.24,12.8,5.4,11.239999999999998,Formula Discrepancy
APOLLOHOSP,Mar 2016,7.05,11.09,13.81,17.2,6.760000000000001,6.109999999999999,Formula Discrepancy
APOLLOHOSP,Mar 2017,3.95,11.4,13.81,17.2,9.86,5.799999999999999,Formula Discrepancy
APOLLOHOSP,Mar 2018,1.85,11.99,13.81,17.2,11.96,5.209999999999999,Formula Discrepancy
APOLLOHOSP,Mar 2019,6.0,15.27,13.81,17.2,7.8100000000000005,1.9299999999999997,Version Difference
APOLLOHOSP,Mar 2020,12.93,22.94,13.81,17.2,0.8800000000000008,5.740000000000002,Version Difference
APOLLOHOSP,Mar 2021,2.98,13.01,13.81,17.2,10.83,4.1899999999999995,Version Difference
APOLLOHOSP,Mar 2022,19.7,22.59,13.81,17.2,5.889999999999999,5.390000000000001,Formula Discrepancy
ASIANPAINT,Mar 2013,34.28,47.79,31.45,41.75,2.830000000000002,6.039999999999999,Version Difference
ASIANPAINT,Mar 2017,26.51,36.67,31.45,41.75,4.939999999999998,5.079999999999998,Version Difference
ASIANPAINT,Mar 2018,24.95,35.83,31.45,41.75,6.5,5.920000000000002,Formula Discrepancy
ASIANPAINT,Mar 2019,23.31,34.89,31.45,41.75,8.14,6.859999999999999,Formula Discrepancy
ASIANPAINT,Mar 2021,25.04,34.94,31.45,41.75,6.41,6.810000000000002,Formula Discrepancy
ASIANPAINT,Mar 2022,22.34,31.2,31.45,41.75,9.11,10.55,Formula Discrepancy
ASIANPAINT,Mar 2023,26.23,34.92,31.45,41.75,5.219999999999999,6.829999999999998,Formula Discrepancy
ASIANPAINT,Mar 2024,29.68,35.77,31.45,41.75,1.7699999999999996,5.979999999999997,Version Difference
BAJAJ-AUTO,Mar 2013,38.85,44.69,26.5,33.5,12.350000000000001,11.189999999999998,Formula Discrepancy
BAJAJ-AUTO,Mar 2014,33.24,40.71,26.5,33.5,6.740000000000002,7.210000000000001,Formula Discrepancy
BAJAJ-AUTO,Mar 2017,22.84,24.64,26.5,33.5,3.66,8.86,Version Difference
BAJAJ-AUTO,Mar 2018,20.66,23.59,26.5,33.5,5.84,9.91,Formula Discrepancy
BAJAJ-AUTO,Mar 2019,21.21,22.25,26.5,33.5,5.289999999999999,11.25,Formula Discrepancy
BAJAJ-AUTO,Mar 2020,24.06,23.45,26.5,33.5,2.4400000000000013,10.05,Version Difference
BAJAJ-AUTO,Mar 2021,17.81,18.03,26.5,33.5,8.690000000000001,15.469999999999999,Formula Discrepancy
BAJAJ-AUTO,Mar 2022,20.65,17.54,26.5,33.5,5.850000000000001,15.96,Formula Discrepancy
BAJAJ-AUTO,Mar 2023,20.64,21.93,26.5,33.5,5.859999999999999,11.57,Formula Discrepancy
BAJAJ-AUTO,Mar 2024,26.61,28.39,26.5,33.5,0.10999999999999943,5.109999999999999,Version Difference
AXISBANK,Mar 2017,6.53,4.08,18.4,7.06,11.869999999999997,2.9799999999999995,Version Difference
AXISBANK,Mar 2018,0.43,4.28,18.4,7.06,17.97,2.7799999999999994,Version Difference
AXISBANK,Mar 2019,6.9,3.48,18.4,7.06,11.499999999999998,3.5799999999999996,Version Difference
AXISBANK,Mar 2020,1.88,3.97,18.4,7.06,16.52,3.0899999999999994,Version Difference
AXISBANK,Mar 2021,6.36,3.33,18.4,7.06,12.04,3.7299999999999995,Version Difference
AXISBANK,Mar 2022,11.01,2.63,18.4,7.06,7.389999999999999,4.43,Version Difference
AXISBANK,Mar 2023,7.38,2.27,18.4,7.06,11.02,4.789999999999999,Version Difference
BAJAJFINSV,Mar 2013,28.38,18.91,11.72,21.14,16.659999999999997,2.2300000000000004,Version Difference
BAJAJFINSV,Mar 2014,23.53,15.58,11.72,21.14,11.81,5.5600000000000005,Formula Discrepancy
BAJAJFINSV,Mar 2015,21.72,14.73,11.72,21.14,9.999999999999998,6.41,Formula Discrepancy
BAJAJFINSV,Mar 2016,20.41,13.57,11.72,21.14,8.69,7.57,Formula Discrepancy
BAJAJFINSV,Mar 2017,21.36,13.52,11.72,21.14,9.639999999999999,7.620000000000001,Formula Discrepancy
BAJAJFINSV,Mar 2018,20.39,12.52,11.72,21.14,8.67,8.620000000000001,Formula Discrepancy
BAJAJFINSV,Mar 2019,22.64,12.18,11.72,21.14,10.92,8.96,Formula Discrepancy
BAJAJFINSV,Mar 2020,19.15,11.52,11.72,21.14,7.429999999999998,9.620000000000001,Formula Discrepancy
BAJAJFINSV,Mar 2021,20.56,11.96,11.72,21.14,8.839999999999998,9.18,Formula Discrepancy
BAJAJFINSV,Mar 2022,20.66,10.65,11.72,21.14,8.94,10.49,Formula Discrepancy
BAJAJFINSV,Mar 2023,26.31,11.55,11.72,21.14,14.589999999999998,9.59,Formula Discrepancy
BAJAJFINSV,Mar 2024,25.85,11.71,11.72,21.14,14.13,9.43,Formula Discrepancy
BAJAJHLDNG,Mar 2013,17.94,3.11,14.8,13.1,3.1400000000000006,9.99,Version Difference
BAJAJHLDNG,Mar 2014,16.57,3.33,14.8,13.1,1.7699999999999996,9.77,Version Difference
BAJAJHLDNG,Mar 2015,15.15,3.61,14.8,13.1,0.34999999999999964,9.49,Version Difference
BAJAJHLDNG,Mar 2016,14.81,2.81,14.8,13.1,0.009999999999999787,10.29,Version Difference
BAJAJHLDNG,Mar 2017,13.88,3.52,14.8,13.1,0.9199999999999999,9.58,Version Difference
BAJAJHLDNG,Mar 2018,10.54,1.41,14.8,13.1,4.260000000000002,11.69,Version Difference
BAJAJHLDNG,Mar 2019,11.31,1.29,14.8,13.1,3.49,11.809999999999999,Version Difference
BAJAJHLDNG,Mar 2020,11.09,1.08,14.8,13.1,3.710000000000001,12.02,Version Difference
BAJAJHLDNG,Mar 2021,9.83,0.94,14.8,13.1,4.970000000000001,12.16,Version Difference
BAJAJHLDNG,Mar 2022,9.63,0.85,14.8,13.1,5.17,12.25,Formula Discrepancy
BAJAJHLDNG,Mar 2023,11.19,0.86,14.8,13.1,3.610000000000001,12.24,Version Difference
BAJAJHLDNG,Mar 2024,13.58,2.88,14.8,13.1,1.2200000000000006,10.219999999999999,Version Difference
BAJFINANCE,Mar 2015,18.71,5.57,22.1,11.9,3.3900000000000006,6.33,Version Difference
BAJFINANCE,Mar 2016,17.22,5.3,22.1,11.9,4.880000000000003,6.6000000000000005,Version Difference
BAJFINANCE,Mar 2017,19.12,5.52,22.1,11.9,2.9800000000000004,6.380000000000001,Version Difference
BAJFINANCE,Mar 2018,15.75,4.99,22.1,11.9,6.350000000000001,6.91,Formula Discrepancy
BAJFINANCE,Mar 2019,20.28,4.5,22.1,11.9,1.8200000000000003,7.4,Version Difference
BAJFINANCE,Mar 2020,16.28,5.65,22.1,11.9,5.82,6.25,Formula Discrepancy
BAJFINANCE,Mar 2021,11.97,6.43,22.1,11.9,10.13,5.470000000000001,Formula Discrepancy
BAJFINANCE,Mar 2022,16.08,5.69,22.1,11.9,6.020000000000003,6.21,Formula Discrepancy
BAJFINANCE,Mar 2023,21.17,4.68,22.1,11.9,0.9299999999999997,7.220000000000001,Version Difference
BAJFINANCE,Mar 2024,18.84,4.35,22.1,11.9,3.2600000000000016,7.550000000000001,Version Difference
BANKBARODA,Mar 2015,9.4,1.9,16.7,6.33,7.299999999999999,4.43,Version Difference
BANKBARODA,Mar 2016,-11.84,3.83,16.7,6.33,28.54,2.5,Data Source Issue
BANKBARODA,Mar 2017,4.31,2.78,16.7,6.33,12.39,3.5500000000000003,Version Difference
BANKBARODA,Mar 2018,-3.94,3.63,16.7,6.33,20.64,2.7,Data Source Issue
BANKBARODA,Mar 2019,2.12,3.27,16.7,6.33,14.579999999999998,3.06,Version Difference
BANKBARODA,Mar 2020,1.29,3.54,16.7,6.33,15.41,2.79,Version Difference
BANKBARODA,Mar 2021,1.97,3.31,16.7,6.33,14.729999999999999,3.02,Version Difference
BANKBARODA,Mar 2022,8.64,2.94,16.7,6.33,8.059999999999999,3.39,Version Difference
BHARTIARTL,Mar 2013,4.5,19.61,14.9,13.1,10.4,6.51,Formula Discrepancy
BHARTIARTL,Mar 2014,5.05,19.54,14.9,13.1,9.850000000000001,6.4399999999999995,Formula Discrepancy
BHARTIARTL,Mar 2015,12.69,27.28,14.9,13.1,2.210000000000001,14.180000000000001,Version Difference
BHARTIARTL,Mar 2016,10.32,20.3,14.9,13.1,4.58,7.200000000000001,Version Difference
BHARTIARTL,Mar 2017,6.29,20.22,14.9,13.1,8.61,7.119999999999999,Formula Discrepancy
BHARTIARTL,Mar 2018,3.14,16.63,14.9,13.1,11.76,3.5299999999999994,Version Difference
BHARTIARTL,Mar 2019,2.36,13.09,14.9,13.1,12.540000000000001,0.009999999999999787,Version Difference
BHARTIARTL,Mar 2020,-39.75,16.24,14.9,13.1,54.65,3.139999999999999,Data Source Issue
BHARTIARTL,Mar 2021,-20.97,20.42,14.9,13.1,35.87,7.320000000000002,Data Source Issue
BHARTIARTL,Mar 2022,12.48,24.35,14.9,13.1,2.42,11.250000000000002,Version Difference
BHARTIARTL,Mar 2023,15.84,23.48,14.9,13.1,0.9399999999999995,10.38,Version Difference
BHARTIARTL,Mar 2024,10.36,26.25,14.9,13.1,4.540000000000001,13.15,Version Difference
BEL,Mar 2013,15183.33,2230.0,26.3,34.6,15157.03,2195.4,Data Source Issue
BEL,Mar 2014,13600.0,3303.57,26.3,34.6,13573.7,3268.9700000000003,Data Source Issue
BEL,Mar 2015,17100.0,3572.73,26.3,34.6,17073.7,3538.13,Data Source Issue
BEL,Mar 2016,11141.67,3764.86,26.3,34.6,11115.37,3730.26,Data Source Issue
BEL,Mar 2017,10153.33,4072.73,26.3,34.6,10127.03,4038.13,Data Source Issue
BEL,Mar 2018,4616.13,2581.01,26.3,34.6,4589.83,2546.4100000000003,Data Source Issue
BEL,Mar 2019,3851.02,3030.21,26.3,34.6,3824.72,2995.61,Data Source Issue
BEL,Mar 2020,3318.18,2786.87,26.3,34.6,3291.8799999999997,2752.27,Data Source Issue
BEL,Mar 2021,3559.32,2975.93,26.3,34.6,3533.02,2941.33,Data Source Issue
BEL,Mar 2022,3478.26,2633.07,26.3,34.6,3451.96,2598.4700000000003,Data Source Issue
BEL,Mar 2023,3981.33,3587.72,26.3,34.6,3955.0299999999997,3553.12,Data Source Issue
BEL,Mar 2024,4744.05,3977.17,26.3,34.6,4717.75,3942.57,Data Source Issue
BHEL,Mar 2013,21.91,28.52,1.05,3.28,20.86,25.24,Data Source Issue
BHEL,Mar 2014,10.56,12.09,1.05,3.28,9.51,8.81,Formula Discrepancy
BHEL,Mar 2016,-2.18,-4.17,1.05,3.28,3.2300000000000004,7.449999999999999,Version Difference
BHEL,Mar 2020,-5.12,-0.39,1.05,3.28,6.17,3.67,Version Difference
BHEL,Mar 2021,-10.39,-9.86,1.05,3.28,11.440000000000001,13.139999999999999,Formula Discrepancy
BOSCHLTD,Mar 2015,18.21,26.56,16.0,20.6,2.210000000000001,5.959999999999997,Version Difference
BOSCHLTD,Mar 2020,7.01,15.87,16.0,20.6,8.99,4.730000000000002,Version Difference
BOSCHLTD,Mar 2021,4.91,11.77,16.0,20.6,11.09,8.830000000000002,Formula Discrepancy
BOSCHLTD,Mar 2022,11.39,13.59,16.0,20.6,4.609999999999999,7.010000000000002,Version Difference
BPCL,Mar 2013,11.54,13.44,41.9,32.1,30.36,18.660000000000004,Data Source Issue
BPCL,Mar 2014,20.85,17.9,41.9,32.1,21.049999999999997,14.200000000000003,Data Source Issue
BPCL,Mar 2015,22.52,20.35,41.9,32.1,19.38,11.75,Formula Discrepancy
BPCL,Mar 2016,29.1,25.34,41.9,32.1,12.799999999999997,6.760000000000002,Formula Discrepancy
BPCL,Mar 2017,30.85,20.71,41.9,32.1,11.049999999999997,11.39,Formula Discrepancy
BPCL,Mar 2018,26.74,20.62,41.9,32.1,15.16,11.48,Formula Discrepancy
BPCL,Mar 2019,22.0,18.08,41.9,32.1,19.9,14.020000000000003,Formula Discrepancy
BPCL,Mar 2020,10.04,8.8,41.9,32.1,31.86,23.3,Data Source Issue
BPCL,Mar 2021,32.34,19.43,41.9,32.1,9.559999999999995,12.670000000000002,Formula Discrepancy
BPCL,Mar 2022,22.51,16.44,41.9,32.1,19.389999999999997,15.66,Formula Discrepancy
BPCL,Mar 2023,3.98,8.87,41.9,32.1,37.92,23.230000000000004,Data Source Issue
BPCL,Mar 2024,35.51,33.85,41.9,32.1,6.390000000000001,1.75,Version Difference
BRITANNIA,Mar 2013,46.59,44.88,57.1,48.9,10.509999999999998,4.019999999999996,Version Difference
BRITANNIA,Mar 2014,49.5,66.14,57.1,48.9,7.600000000000001,17.240000000000002,Formula Discrepancy
BRITANNIA,Mar 2015,55.34,62.59,57.1,48.9,1.759999999999998,13.690000000000005,Version Difference
BRITANNIA,Mar 2016,39.44,55.06,57.1,48.9,17.660000000000004,6.160000000000004,Formula Discrepancy
BRITANNIA,Mar 2017,32.83,45.3,57.1,48.9,24.270000000000003,3.6000000000000014,Data Source Issue
BRITANNIA,Mar 2018,29.48,41.61,57.1,48.9,27.62,7.289999999999999,Data Source Issue
BRITANNIA,Mar 2019,27.16,39.28,57.1,48.9,29.94,9.619999999999997,Data Source Issue
BRITANNIA,Mar 2020,31.66,31.02,57.1,48.9,25.44,17.88,Data Source Issue
BRITANNIA,Mar 2022,59.27,43.68,57.1,48.9,2.1700000000000017,5.219999999999999,Version Difference
BRITANNIA,Mar 2023,65.53,43.35,57.1,48.9,8.43,5.549999999999997,Formula Discrepancy
CANBK,Mar 2013,11.9,1.8,17.9,6.63,5.999999999999998,4.83,Version Difference
CANBK,Mar 2014,8.85,2.02,17.9,6.63,9.049999999999999,4.609999999999999,Version Difference
CANBK,Mar 2015,9.02,1.94,17.9,6.63,8.879999999999999,4.6899999999999995,Version Difference
CANBK,Mar 2016,-7.82,3.3,17.9,6.63,25.72,3.33,Data Source Issue
CANBK,Mar 2017,4.07,2.76,17.9,6.63,13.829999999999998,3.87,Version Difference
CANBK,Mar 2018,-10.5,4.26,17.9,6.63,28.4,2.37,Data Source Issue
CANBK,Mar 2019,1.85,4.01,17.9,6.63,16.049999999999997,2.62,Version Difference
CANBK,Mar 2020,-4.66,3.78,17.9,6.63,22.56,2.85,Data Source Issue
CANBK,Mar 2021,4.74,3.87,17.9,6.63,13.159999999999998,2.76,Version Difference
CANBK,Mar 2022,8.8,3.43,17.9,6.63,9.099999999999998,3.1999999999999997,Version Difference
CHOLAFIN,Mar 2013,15.78,4.0,20.2,10.4,4.42,6.4,Version Difference
CHOLAFIN,Mar 2014,16.09,4.58,20.2,10.4,4.109999999999999,5.82,Version Difference
CHOLAFIN,Mar 2015,16.6,4.69,20.2,10.4,3.599999999999998,5.71,Version Difference
CHOLAFIN,Mar 2016,15.67,4.83,20.2,10.4,4.529999999999999,5.57,Version Difference
CHOLAFIN,Mar 2017,16.71,4.66,20.2,10.4,3.4899999999999984,5.74,Version Difference
CHOLAFIN,Mar 2018,17.91,3.34,20.2,10.4,2.289999999999999,7.0600000000000005,Version Difference
CHOLAFIN,Mar 2019,19.28,2.87,20.2,10.4,0.9199999999999982,7.53,Version Difference
CHOLAFIN,Mar 2020,12.85,3.83,20.2,10.4,7.35,6.57,Formula Discrepancy
CHOLAFIN,Mar 2021,15.84,3.97,20.2,10.4,4.359999999999999,6.43,Version Difference
CHOLAFIN,Mar 2022,18.3,3.61,20.2,10.4,1.8999999999999986,6.790000000000001,Version Difference
CHOLAFIN,Mar 2023,18.58,3.24,20.2,10.4,1.620000000000001,7.16,Version Difference
CHOLAFIN,Mar 2024,17.46,3.5,20.2,10.4,2.7399999999999984,6.9,Version Difference
CIPLA,Mar 2013,17.13,60.74,16.8,22.8,0.3299999999999983,37.94,Data Source Issue
CIPLA,Mar 2014,13.97,71.03,16.8,22.8,2.83,48.230000000000004,Data Source Issue
CIPLA,Mar 2015,11.38,73.43,16.8,22.8,5.42,50.63000000000001,Data Source Issue
CIPLA,Mar 2016,12.01,67.65,16.8,22.8,4.790000000000001,44.85000000000001,Data Source Issue
CIPLA,Mar 2017,8.25,71.43,16.8,22.8,8.55,48.63000000000001,Data Source Issue
CIPLA,Mar 2018,9.96,67.27,16.8,22.8,6.84,44.47,Data Source Issue
CIPLA,Mar 2019,9.94,68.63,16.8,22.8,6.860000000000001,45.83,Data Source Issue
CIPLA,Mar 2020,9.52,74.96,16.8,22.8,7.280000000000001,52.16,Data Source Issue
CIPLA,Mar 2021,13.04,73.29,16.8,22.8,3.7600000000000016,50.49000000000001,Data Source Issue
CIPLA,Mar 2022,12.22,78.6,16.8,22.8,4.58,55.8,Data Source Issue
CIPLA,Mar 2023,12.1,73.22,16.8,22.8,4.700000000000001,50.42,Data Source Issue
CIPLA,Mar 2024,15.55,71.46,16.8,22.8,1.25,48.66,Data Source Issue
COALINDIA,Mar 2013,35.81,100.88,52.0,63.6,16.189999999999998,37.279999999999994,Data Source Issue
COALINDIA,Mar 2014,35.64,124.09,52.0,63.6,16.36,60.49,Data Source Issue
COALINDIA,Mar 2015,34.02,139.29,52.0,63.6,17.979999999999997,75.69,Data Source Issue
COALINDIA,Mar 2016,40.96,164.15,52.0,63.6,11.04,100.55000000000001,Data Source Issue
COALINDIA,Mar 2017,37.85,238.69,52.0,63.6,14.149999999999999,175.09,Data Source Issue
COALINDIA,Mar 2018,34.88,349.77,52.0,63.6,17.119999999999997,286.16999999999996,Data Source Issue
COALINDIA,Mar 2019,66.01,260.17,52.0,63.6,14.010000000000005,196.57000000000002,Data Source Issue
COALINDIA,Mar 2020,51.93,193.05,52.0,63.6,0.07000000000000028,129.45000000000002,Data Source Issue
COALINDIA,Mar 2021,34.78,168.38,52.0,63.6,17.22,104.78,Data Source Issue
COALINDIA,Mar 2022,40.28,182.17,52.0,63.6,11.719999999999999,118.57,Data Source Issue
COALINDIA,Mar 2023,52.14,144.26,52.0,63.6,0.14000000000000057,80.66,Data Source Issue
COALINDIA,Mar 2024,45.17,105.71,52.0,63.6,6.829999999999998,42.10999999999999,Data Source Issue
